Name,Potential_impacts,Cumulative_Impact_probablility,Velocity(km/s),Magnitude,Estimated_Diameter(km),Cum_Palermo_scale,Max_Palermo_scale,Start_year,End_year,Period
(2020 YS2),1,1e-06,2.64,31.0,0.002,-9.29,-9.29,2093,2093,0
(2020 OX4),1,2.5e-10,17.11,24.6,0.042,-9.36,-9.36,2088,2088,0
(2020 VT3),1,5.7999999999999997e-08,8.96,28.9,0.006,-9.39,-9.39,2100,2100,0
(2014 AG51),4,7.599999999999999e-08,14.81,30.0,0.003,-9.4,-9.43,2067,2105,38
(2020 SM2),1,6.900000000000001e-08,4.17,28.7,0.006,-9.4,-9.4,2111,2111,0
(2005 WN3),1,4e-09,18.17,29.9,0.004,-9.45,-9.45,2024,2024,0
(2017 UJ2),5,5.1e-07,5.23,30.9,0.002,-9.45,-9.81,2074,2097,23
(2017 WW1),1,4e-08,12.44,29.7,0.004,-9.48,-9.48,2055,2055,0
(2009 SD15),2,2.7e-09,14.07,26.9,0.013999999999999999,-9.49,-9.52,2081,2105,24
(2019 GC6),1,5e-09,5.28,26.5,0.017,-9.49,-9.49,2113,2113,0
(2016 FF14),1,7.3e-09,9.83,27.1,0.013000000000000001,-9.49,-9.49,2117,2117,0
(2019 VC),1,6.7e-08,3.81,28.8,0.006,-9.52,-9.52,2117,2117,0
(2009 DM40),1,2.9e-09,8.96,26.6,0.016,-9.55,-9.55,2091,2091,0
(2010 SK13),1,2.5e-09,18.03,27.3,0.012,-9.61,-9.61,2084,2084,0
(2011 SC108),1,4.9e-09,22.3,27.9,0.009000000000000001,-9.64,-9.64,2111,2111,0
(2014 WZ365),1,2.7999999999999996e-10,10.86,25.7,0.025,-9.65,-9.65,2047,2047,0
(2019 YS),12,7.2e-07,6.25,31.5,0.002,-9.66,-10.33,2089,2116,27
(2021 AY2),1,1.6e-09,11.07,27.2,0.012,-9.69,-9.69,2054,2054,0
(2021 AS3),1,3.8e-10,17.11,25.4,0.028999999999999998,-9.72,-9.72,2117,2117,0
(2019 SK9),1,2.2e-09,15.89,27.1,0.013000000000000001,-9.76,-9.76,2099,2099,0
(2019 XR),1,4.5e-09,8.11,28.1,0.008,-9.76,-9.76,2053,2053,0
(2017 WE30),8,1e-07,17.56,31.9,0.001,-9.83,-10.1,2038,2094,56
(2009 SH1),32,6.7e-08,5.56,30.0,0.003,-9.88,-10.87,2070,2116,46
(2009 EH1),1,1.5e-09,10.6,27.9,0.009000000000000001,-10.01,-10.01,2051,2051,0
(2015 RU178),1,9.6e-10,18.73,27.9,0.009000000000000001,-10.04,-10.04,2055,2055,0
(2007 RC20),1,1.2e-09,5.07,26.7,0.016,-10.05,-10.05,2091,2091,0
(2014 HC196),1,2e-10,10.36,25.2,0.031,-10.09,-10.09,2112,2112,0
(2012 CQ46),2,1.3e-09,12.89,27.3,0.012,-10.13,-10.42,2098,2107,9
(2019 UN13),1,2.9e-07,10.18,32.1,0.001,-10.27,-10.27,2111,2111,0
(2016 VH),1,9.300000000000001e-10,4.79,26.8,0.015,-10.36,-10.36,2115,2115,0
(2014 YP44),3,3.8e-10,4.34,26.1,0.02,-10.36,-10.7,2092,2101,9
(2018 PR7),1,4.1999999999999996e-09,4.18,28.5,0.006999999999999999,-10.47,-10.47,2097,2097,0
(2012 UL171),2,5e-10,4.07,26.9,0.013999999999999999,-10.55,-10.71,2083,2083,0
(2016 MH3),2,5.400000000000001e-10,4.79,27.1,0.013000000000000001,-10.69,-10.82,2104,2104,0
(2020 CM),1,8.400000000000001e-10,10.71,27.9,0.009000000000000001,-10.78,-10.78,2119,2119,0
(2016 DB),1,5e-10,9.16,28.5,0.006999999999999999,-10.94,-10.94,2059,2059,0
(2012 FN),3,1.8e-09,3.7,29.1,0.005,-11.15,-11.39,2089,2113,24
(2018 RW),1,5.4e-09,5.74,30.3,0.003,-11.24,-11.24,2110,2110,0
(2019 UT5),1,2.4e-10,14.16,28.4,0.006999999999999999,-11.27,-11.27,2080,2080,0
(2017 YK14),1,1.7e-10,3.25,28.2,0.008,-11.58,-11.58,2075,2075,0
(2019 BZ3),1,1.5e-10,10.55,28.7,0.006,-11.8,-11.8,2092,2092,0
(2019 AS5),1,3.4000000000000003e-09,10.17,32.3,0.001,-12.16,-12.16,2085,2085,0
